wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q106637032,Teymur Musayev,Teymur Musayev,male,1970-09-16,11,https://nk.gov.az/en/page/56/,2022-05-22,Q106998786,Minister of Health,2021-04-23,Q106637032-cf42654b-4e1b-0491-daf6-b421354fc42b
Q12839492,Fikrat Mammadov,Fikrat Mammadov,male,1955-07-01,11,https://nk.gov.az/en/page/56/,2021-07-30,Q100972230,Minister of Justice,2000-04-19,Q12839492-a74c257a-79d0-4d73-810a-e1d22aa60a46
Q12842413,Mubariz Gurbanli,Mubariz Gurbanli,male,1954-01-07,11,https://nk.gov.az/en/page/56/,2021-08-07,Q107981875,Chairman of the State Committee for Work with Religious Associations,2014-07-21,Q12842413-209088B7-FE84-487D-9426-A42E84D2F6D9
Q12848240,Zakir Hasanov,Zakir Hasanov,male,1959-06-06,11,https://nk.gov.az/en/page/56/,2021-07-30,Q100973202,Minister of Defense,2013-10-22,Q12848240-d79d3015-4fc6-2409-29ad-4beecbf2f9dd
Q12849026,Inam Karimov,Inam Karimov,male,1977-06-06,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107722664,Minister of Agriculture,2018-04-21,Q12849026-97CAB739-D376-4689-9F33-217DC52D10FA
Q12850075,Ali Asadov,Ali Asadov,male,1956-11-30,11,https://nk.gov.az/en/page/56/,2021-07-30,Q946064,Prime Minister,2019-10-08,Q12850075-3bdcc7ea-4f9b-4bb8-cae3-b10e916dff43
Q15090186,Mikayil Jabbarov,Mikayil Jabbarov,male,1976-09-19,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107722655,Minister of Economy,2019-10-23,Q15090186-F8F16EC9-F75B-4804-9346-09150E88D807
Q15734658,Shahin Mustafayev,Shahin Mustafayev,male,1965-06-13,11,https://nk.gov.az/en/page/56/,2021-08-07,Q107725196,Deputy Prime Minister,2019-10-22,Q15734658-A6D7DC67-D622-47F9-9DDB-740413C2E67E
Q16365430,Bahar Muradova,Bahar Muradova,female,1962-03-20,11,https://nk.gov.az/en/page/56/,2021-08-07,Q107981868,"Chairperson of the State Committee on Family, Women`s and Children`s Problems",2020-03-12,Q16365430-37ECF6AC-DB54-4A41-9380-2243AF4640F0
Q16366137,Jeyhun Bayramov,Jeyhun Bayramov,male,1973-06-25,11,https://nk.gov.az/en/page/56/,2021-07-31,Q2065366,Minister of Foreign Affairs,2020-07-16,Q16366137-1840ec35-4b58-38c3-1d79-f084492ff268
Q16367049,Elchin Guliyev,Elchin Guliyev,male,1967-09-22,11,https://nk.gov.az/en/page/56/,2021-07-30,Q107709344,Chief of the State Border Service,2002-07-31,Q16367049-A5DADF00-42C2-4122-BAF5-D70E2D30C4E5
Q16374557,Safar Mehdiyev,Safar Mehdiyev,male,1973-03-17,11,https://nk.gov.az/en/page/56/,2021-08-07,Q107981879,Chairman of the State Customs Committee,2018-04-23,Q16374557-1DBDA640-9C2F-4962-8981-522BBA196ECF
Q16374811,Tahir Budagov,Tahir Budaqov,male,1965-01-01,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107725238,Chairman of the State Statistics Committee,2015-08-13,Q16374811-F7A160F5-97B0-43E4-B2CD-C2CD46E2AAC1
Q19715508,Rovshan Rzayev,Rovshan Rzayev,male,1962-01-20,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107725279,Chairman of the State Committee on Refugee and IDP Affairs,2018-04-21,Q19715508-AE7A6FB1-5D71-44B3-AB58-5A237D32011E
Q24698931,Vusal Huseynov,Vüsal Hüseynov,male,1980-01-12,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107725204,Chief of the State Migration Service,2018-04-23,Q24698931-26DAB0E0-A82B-4BE0-BAE1-5097F972DBBB
Q31295398,Orkhan Sultanov,Orkhan Sultanov,male,1977-01-01,9,https://nk.gov.az/en/page/56/,2021-07-30,Q107709263,Chief of the Foreign Intelligence Service,2015-12-14,Q31295398-0485A1B2-BD9F-443B-A680-3D0E7B75DAA6
Q4073064,Ali Ahmadov,Ali Ahmadov,male,1953-01-27,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107725196,Deputy Prime Minister,2013-10-22,Q4073064-2FEF6BB9-9765-45F2-80E1-694FB18EEE2E
Q4134808,Kamaladdin Heydarov,Kamaladdin Heydarov,male,1961-07-15,11,https://nk.gov.az/en/page/56/,2021-07-30,Q107709290,Minister of Emergency Situations,2006-02-06,Q4134808-DA5703AC-58E5-42EF-9E86-9E1A308371B9
Q4151833,Madat Guliyev,Madat Guliyev,male,1958-09-27,11,https://nk.gov.az/en/page/56/,2021-07-31,Q107722662,Minister of Defense Industry,2019-06-20,Q4151833-ECAD437B-084F-4141-9011-6161096CFBAC
